timestamp,product_category_name,demand
2018-01-01 02:48:41,pet_shop,1
2018-01-01 08:37:46,bebes,1
2018-01-01 08:45:04,esporte_lazer,1
2018-01-01 09:36:21,ferramentas_jardim,1
2018-01-01 10:24:03,fashion_bolsas_e_acessorios,1
2018-01-01 10:26:08,telefonia,2
2018-01-01 10:55:58,esporte_lazer,1
2018-01-01 10:58:04,telefonia,1
2018-01-01 11:03:00,relogios_presentes,1
2018-01-01 11:39:28,papelaria,1
2018-01-01 11:55:49,relogios_presentes,1
2018-01-01 11:59:59,cool_stuff,1
2018-01-01 12:07:57,eletronicos,1
2018-01-01 12:51:04,relogios_presentes,1
2018-01-01 13:06:57,cool_stuff,1
2018-01-01 13:06:57,telefonia,2
2018-01-01 13:17:49,beleza_saude,1
2018-01-01 14:06:06,pet_shop,2
2018-01-01 14:15:47,beleza_saude,1
2018-01-01 14:37:33,esporte_lazer,1
2018-01-01 14:54:19,moveis_decoracao,1
2018-01-01 15:20:38,consoles_games,1
2018-01-01 15:27:17,beleza_saude,1
2018-01-01 15:45:24,eletronicos,2
2018-01-01 15:54:17,brinquedos,1
2018-01-01 15:58:37,beleza_saude,1
2018-01-01 16:13:32,cama_mesa_banho,1
2018-01-01 16:39:50,cool_stuff,1
2018-01-01 16:55:41,automotivo,1
2018-01-01 17:03:13,la_cuisine,1
2018-01-01 17:17:13,cama_mesa_banho,1
2018-01-01 17:25:07,fashion_bolsas_e_acessorios,1
2018-01-01 17:39:53,automotivo,1
2018-01-01 18:01:44,cool_stuff,1
2018-01-01 18:03:43,beleza_saude,1
2018-01-01 18:15:03,relogios_presentes,1
2018-01-01 18:23:56,moveis_decoracao,1
2018-01-01 18:28:26,beleza_saude,1
2018-01-01 18:29:33,malas_acessorios,1
2018-01-01 18:31:59,relogios_presentes,1
2018-01-01 18:35:40,relogios_presentes,1
2018-01-01 18:39:20,telefonia,1
2018-01-01 18:56:38,cool_stuff,1
2018-01-01 19:11:09,perfumaria,1
2018-01-01 19:33:02,moveis_decoracao,1
2018-01-01 19:50:28,cool_stuff,1
2018-01-01 19:50:41,construcao_ferramentas_construcao,1
2018-01-01 20:04:12,telefonia,1
2018-01-01 20:16:54,beleza_saude,1
2018-01-01 20:18:40,relogios_presentes,1
2018-01-01 20:19:44,consoles_games,1
2018-01-01 20:22:49,telefonia,1
2018-01-01 20:31:36,ferramentas_jardim,1
2018-01-01 20:33:42,brinquedos,1
2018-01-01 20:40:57,relogios_presentes,1
2018-01-01 20:49:02,moveis_quarto,1
2018-01-01 20:50:39,ferramentas_jardim,1
2018-01-01 21:27:02,utilidades_domesticas,1
2018-01-01 21:32:02,livros_interesse_geral,1
2018-01-01 21:38:26,telefonia,1
2018-01-01 21:53:39,cama_mesa_banho,1
2018-01-01 22:12:41,dvds_blu_ray,1
2018-01-01 22:30:08,relogios_presentes,1
2018-01-01 22:37:33,informatica_acessorios,1
2018-01-01 22:37:33,relogios_presentes,1
2018-01-01 22:40:31,cama_mesa_banho,2
2018-01-01 22:54:24,beleza_saude,1
